# edamtoacd.dat
# This file lists values for the ACD relations: attribute taken from the EDAM ontology, for ACD data items with specified attributes.
#
# The meaning of the columns is:
# ACD datatype | Value of relations: attribute | Attributes that must be specified
# IMPORTANT.  When used with the EMBOSS application "acdrelations":
# - the first line for each datatype should have no attributes defined - this gives the default value of the relations: attribute.
# - subsequent lines for a given datatype must be in order of number of attributes in the third column (lowest number first)
# - the attribute:value pairs (third column) must be delimited by ';'
#
align          | "EDAM: Sequence alignment data"                             |
seqset         | "EDAM: Multiple protein sequence alignment data"            | type:"pureprotein";         aligned:"Y";  minseqs:"3"
seqset         | "EDAM: Multiple nucleotide sequence alignment data"         | type:"gapnucleotide";       aligned:"Y";  minseqs:"3"
seqset         | "EDAM: Multiple nucleotide sequence alignment data"         | type:"gapnucleotidephylo";  aligned:"Y";  minseqs:"3"
seqset         | "EDAM: Multiple nucleotide sequence alignment data"         | type:"gapdna";              aligned:"Y";  minseqs:"3"
seqset         | "EDAM: Multiple nucleotide sequence alignment data"         | type:"gaprna";              aligned:"Y";  minseqs:"3"
seqset         | "EDAM: Multiple nucleotide sequence alignment data"         | type:"gapdnaphylo";         aligned:"Y";  minseqs:"3"
seqset         | "EDAM: Multiple nucleotide sequence alignment data"         | type:"gaprnaphylo";         aligned:"Y";  minseqs:"3"
seqset         | "EDAM: Multiple protein sequence alignment data"            | type:"gapprotein";          aligned:"Y";  minseqs:"3"
seqset         | "EDAM: Multiple protein sequence alignment data"            | type:"gapproteinphylo";     aligned:"Y";  minseqs:"3"
seqset         | "EDAM: Multiple protein sequence alignment data"            | type:"gapstopprotein";      aligned:"Y";  minseqs:"3"
seqset         | "EDAM: Multiple protein sequence alignment data"            | type:"stopprotein";         aligned:"Y";  minseqs:"3"
seqset         | "EDAM: Multiple protein sequence alignment data"            | type:"gapproteinstandard";  aligned:"Y";  minseqs:"3"
seqset         | "EDAM: Multiple protein sequence alignment data"            | type:"stopproteinstandard"; aligned:"Y";  minseqs:"3"
#
seqset         | "EDAM: Pairwise sequence alignment data"                    | type:"any";                 aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise sequence alignment data"                    | type:"gapany";              aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise nucleotide sequence alignment data"         | type:"nucleotide";          aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise nucleotide sequence alignment data"         | type:"dna";                 aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise nucleotide sequence alignment data"         | type:"rna";                 aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise protein sequence alignment data"            | type:"protein";             aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise protein sequence alignment data"            | type:"proteinstandard";     aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise nucleotide sequence alignment data"         | type:"purenucleotide";      aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise nucleotide sequence alignment data"         | type:"puredna";             aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise nucleotide sequence alignment data"         | type:"purerna";             aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise protein sequence alignment data"            | type:"pureprotein";         aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise nucleotide sequence alignment data"         | type:"gapnucleotide";       aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise nucleotide sequence alignment data"         | type:"gapnucleotidephylo";  aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise nucleotide sequence alignment data"         | type:"gapdna";              aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise nucleotide sequence alignment data"         | type:"gaprna";              aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise nucleotide sequence alignment data"         | type:"gapdnaphylo";         aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise nucleotide sequence alignment data"         | type:"gaprnaphylo";         aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise protein sequence alignment data"            | type:"gapprotein";          aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise protein sequence alignment data"            | type:"gapproteinphylo";     aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise protein sequence alignment data"            | type:"gapstopprotein";      aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise protein sequence alignment data"            | type:"stopprotein";         aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise protein sequence alignment data"            | type:"gapproteinstandard";  aligned:"Y"; minseqs:"2"; maxseqs:"2"
seqset         | "EDAM: Pairwise protein sequence alignment data"            | type:"stopproteinstandard"; aligned:"Y"; minseqs:"2"; maxseqs:"2"
#
seqsetall      | "EDAM: Sequence record"                                     |
seqsetall      | "EDAM: Sequence record"                                     | type:"any"
seqsetall      | "EDAM: Sequence record"                                     | type:"gapany"
seqsetall      | "EDAM: Nucleotide sequence record"                          | type:"nucleotide"
seqsetall      | "EDAM: DNA sequence record"                                 | type:"dna"
seqsetall      | "EDAM: RNA sequence record"                                 | type:"rna"
seqsetall      | "EDAM: Protein sequence record"                             | type:"protein"
seqsetall      | "EDAM: Protein sequence record"                             | type:"proteinstandard"
seqsetall      | "EDAM: Nucleotide sequence record"                          | type:"purenucleotide"
seqsetall      | "EDAM: DNA sequence record"                                 | type:"puredna"
seqsetall      | "EDAM: RNA sequence record"                                 | type:"purerna"
seqsetall      | "EDAM: Protein sequence record"                             | type:"pureprotein"
seqsetall      | "EDAM: Nucleotide sequence record"                          | type:"gapnucleotide"
seqsetall      | "EDAM: Nucleotide sequence record"                          | type:"gapnucleotidephylo"
seqsetall      | "EDAM: DNA sequence record"                                 | type:"gapdna"
seqsetall      | "EDAM: RNA sequence record"                                 | type:"gaprna"
seqsetall      | "EDAM: DNA sequence record"                                 | type:"gapdnaphylo"
seqsetall      | "EDAM: RNA sequence record"                                 | type:"gaprnaphylo"
seqsetall      | "EDAM: Protein sequence record"                             | type:"gapprotein"
seqsetall      | "EDAM: Protein sequence record"                             | type:"gapproteinphylo"
seqsetall      | "EDAM: Protein sequence record"                             | type:"gapstopprotein"
seqsetall      | "EDAM: Protein sequence record"                             | type:"stopprotein"
seqsetall      | "EDAM: Protein sequence record"                             | type:"gapproteinstandard"
seqsetall      | "EDAM: Protein sequence record"                             | type:"stopproteinstandard"
#
string         | "EDAM: Generic string"                                      | 
#
toggle         | "EDAM: Generic boolean"                                     | 
#
tree           | "EDAM: PHYLIP phylogenetic tree report"                     |
#
xygraph        | "EDAM: EMBOSS graph file"                                   | 
